id,name,ml_target,bio,most_common_language
10080,indrajithbandara,0,"ICT Consultant, Linux Trainer/Developer, Complex Solution Finder, Open Source Specialist, Visionary, Orator & Good Old Webmaster :)",JavaScript
10081,hiroppy,0,"Working on @nodejs, @webpack, @babel and @whatwg.😼",JavaScript
10082,tanklin,0,"iOS App Developer, Swift Lover",Swift
10084,Dohxis,0,Software engineer at Simbuka. Working on the highly customizable frontend solutions and component libraries.,JavaScript
10086,Origheart,0,用最初的心，做永远的事。,Objective-C
10087,davidalves1,0,"Software engineer, fascinated by technology and learning new things
",JavaScript
10088,lauro-cesar,1,Dev life for me.,C#
10089,slonoed,0,Solving problems by using software engineering,JavaScript
10090,mlpassos,0,Howdy neighbour! =],JavaScript
10091,arzola,0,Eclectic Developer,PHP
10092,shadowwalker,0,Software Development Engineer & AI & React - Linkedin: www.linkedin.com/in/weiwio,JavaScript
10093,chuckreynolds,0,Product / marketing / dev / technical seo / web perf / analytics... TKTK,HTML
10094,opyate,0,"Last night I dreamt that there was an uglier Erlang. It was called Perlang.
",Shell
10095,sharpred,0,https://sharpred.dev/#/,JavaScript
10096,leandro-almeida,0,"I'm a passionate web developer / MSc. in Computer Science (Information Visualization), 2010. / BSc. in Information Systems, 2008",HTML
10097,leyiwang,1,"Master degree graduate at Nanjing University of Science & Technology, working on  NLP, Machine Learning",Python
10098,kuhel,0,Frontend developer @ VK,JavaScript
10099,mofhu,1,敬天爱人,Python
10100,lmangani,0,"Chief Dreamer @qxip, @gigapipe,  @sipcapture, @metrico ",JavaScript
10101,ofek,0,I like developing beautiful APIs.,Python
10102,justinushermawan,0,Software Engineer,C++
10104,patotoma,0,Javascript enthusiast.,JavaScript
10105,ngo275,0,Full Stack Engineer.  iOS / React Native / React / Node.js / Ruby / Ethereum / EOS / Firebase,Swift
10106,StefanoCecere,0,"Social Impact Games and Hactivism. @vgwb and @2042ed

Play well, Die happy!",C#
10107,Seancheey,1,🐧Python/Kotlin/JS/TS/Swift/Java/Machine Learning/C/Lua,Python
10108,Mensyne,1,算法工程师,Python
10109,kefzce,0,"𝐒hit               𝐂ode              𝐑ules              𝐄verything            𝐀round            
𝐌e",PHP
10110,ikwattro,0,CTO @graphaware - Build graph based solutions so you don't have to - @neo4j expert. Also cloud native EIPs,HTML
10111,kazunori279,1,"Staff Developer Advocate, Google Cloud, Google Inc. See the URL for details.",Python
10112,amallia,1,I am currently pursuing a Ph.D. with a focus on advancing efficiency in Information Retrieval for large-scale systems.,Python
10113,erlend-sh,0,"Open Product Developer;
Founder of @spicylobstergames & @commune-os; Formerly @discourse",Rust
10114,subhojit777,0,I am still trying to make sense of some software engineering magic tricks.,PHP
10116,qbob,0,developer,JavaScript
10117,hkulekci,0,Senior Software Engineer,PHP
10118,becxer,1,"Most interested in deep-learning, especially for NLP. Research Engineer at Samsung Research AI Center. Concurrently, Ph.D. Candidate at KAIST.",Python
10119,harshagrwl,1,"Morgan Stanley| NITK Surathkal Alumnus | Interested in Data Structures and Algorithms, Full Stack Development, and Deep Learning",Python
10120,sahilm,0,I write software for the joy of creation. I love making the sand castles in my head come alive inside a computer.,Ruby
10121,samuelcotterall,0,Freelance front-end web developer,JavaScript
10122,shenpvip,0,Tomorrow is another day,JavaScript
10124,slankdev,1,Software Engineer. High performance packet processing / SDN controller / BGP / IS-IS / SRv6 / Kubernetes,Makefile
10125,shemul,0,Site Reliability Engineer,JavaScript
10126,LenKIM,0,small step make a big difference👣,Java
10129,jvgreenaway,0,Designing since IE7,JavaScript
10130,Kartikvenkat98,1,"Software Developer, Data Science Enthusiast",HTML
10131,alexfqc,0,I am Front-end developer and Youtuber https://www.youtube.com/channel/UCjonRJ1hu5tcbkXALtvmgnA,JavaScript
10132,ravelmello,0,"Java Developer
",HTML
10133,lsvih,0,NLP & Cyber Security. Musicophile.,Python
10134,LukeTowers,0,"Web developer and pilot,
@wintercms Lead Maintainer",PHP
10135,2sin18,0,Sapere aude!,Makefile
10136,albertvp,0,Freelance Software Engineer,JavaScript
10137,alvis,0,"A probabilist, an OSS enthusiast and a visionary. Love Deno & Typescript. Making career great for our generation 🚀 @coeohq",TypeScript
10138,ro6ley,0,"Sometimes I hunt for typos on restaurant menus, at other times I play drums for the band in my head. Mostly, I'm building components for the internet.",Python
10139,starduliang,0,"Great men are not born great, they grow great …
",TypeScript
10140,avi0gaur,1,Machine Learning | NLP,Python
10141,NathanBWaters,0,"Senior CV & ML Engineer @8thwall, acquired by @nianticlabs.  Formerly Graphics and ML @Pixar",Python
10142,joshua-scott,0,Web developer,JavaScript
10143,KengoTODA,0,"Expert of Java, TypeScript, JVM bytecode, build and CI. Publishes SpotBugs plugin, Java libraries, Jenkins plugin and open-source ebook about Maven3.",Java
10144,mloberg,0,Sr Platform Engineer at @articulate,PHP
10145,B2BProgrammer,0,"Design - Code - Deploy :
BlockChain Philosopher/Developer; Java/JavaScript/GO - Full Stack;
Yoga ~ Run ~ Swim ~ Bike : Wanna be Triathlonist",JavaScript
10146,calbertts,0,FullStack Developer,JavaScript
10147,aminukano585,0,Civil engineer and tech enthusiast!,JavaScript
10148,naggie,0,"Proud Dad, Head of Engineering @cydarmedical",Python
10149,flairyu,0,我是因为兴趣才成为程序员的，感谢这个时代！,Shell
10150,qiaoin,1,"""What I cannot create, I do not understand"" — Richard Feynman.",HTML
10151,davidmaneuver,0,Web craftsman. Field Marshal & Co-founder of maneuver.,CSS
10152,hoshinotsuyoshi,0,Ruby/Rails programmer,Ruby
10153,jonotron,0,I currently build javascript things with the team @TwoStoryRobot.,JavaScript
10154,Wyntau,0,Don't panic,JavaScript
10155,thak123,1,"Researcher at University of Zagreb, FFZG. #NLP
",Python
10156,Utkarshnamdeo,0,A Web Developer with a concern for awesome code.,JavaScript
10157,MJGao,0,more......,Java
10159,huangsam,0,Software Engineer at day. Artist at night.,Shell
10160,kschrader,0,CEO at @clubhouse,Ruby
10161,duoduo369,0,"Life is too short, please use python.",Python
10162,martinbcg,0,Tech entrepreneur. Product Guy. Travel lover. Productivity hacker. Minimalist Coder. Learner forever. Zen explorer.,JavaScript
10163,J2TeamNNL,0,Just a Geek,PHP
10164,WesSouza,0,"Staff software engineer, creator.",JavaScript
10165,rtucek,0,Software Developer @IXOLIT and @IXOPAY,JavaScript
10166,Kento75,0,"Golang、Java、AWS、Azureとか。趣味でお家クラウドとかとか。
●好きなルーターは、IP38X/1200（OEMのほうが好き）",JavaScript
10167,agungsb,0,A professional Front End Engineer since 2014.,JavaScript
10168,jawahar273,0,Full Stack Developer(FrontEnd Heavy) | 5+ Years of Experiences | Love for New Tech,Python
10169,Vardiak,0,Software engineer,Dart
10170,ArticSeths,0,.,Python
10171,localdisk,0,PHP / Java,PHP
10172,sdli,0,TEG,JavaScript
10173,guivr,0,"Making your work with CSS easier and faster
⚡ getcssscan.com
csspro.com and helping you find bugs
🍞 toastlog.com and beaches 🏖 beachnearby.co",JavaScript
10174,jiminkk,0,"programmer, writer",HTML
10175,LawlietZe,0,Front-End Developer,HTML
10176,cjkoepke,0,Lead Engineer @SundaeSwap-finance,JavaScript
10177,notus629,0,PHP programmer,HTML
10178,adarqui,0,I have no idea what I am doing.,Haskell
10180,jeetgangele,1,"I am passionate about machine learning, AI and Big data. Exploring blockchain.",HTML
10181,jefjabs,0,I may or may not.,JavaScript
10182,michaelcarrano,0,Android Engineer,Java
10183,chandra10207,0,"A Full-Stack Developer working in the software development Industry since 2014. I make things in the browser, for the browser.",JavaScript
10184,j5ik2o,0,"I'm a tech-lead in the Chatwork Inc, is lover to Scala/Rust, Akka, DDD/CQRS+Event Sourcing.",Scala
10185,jiezai-cbd,1,Software Engineer,HTML
10186,pcgreat,1,"Generative AI and Multimodal (Video Generation, Graphics, Speech, NLP)",Python
10188,gvsharma,0,"Programming, Java, Kotlin, Distributed systems",Java
10190,htigrett,1,"Web Designer, Google Analytics & AdWords Certified Digital Marketing Professional. ",JavaScript
10191,snetts,0,"internet tech lover, web applications developer, android dev, co-founder clikpals.com and founder snetts.com",Java
10192,shianqi,0,惟精惟一，允执厥中,JavaScript
10194,igor-lemon,0,"❤️ Docker, JS & React
",JavaScript
10195,jonpday,0,Founder and Principal Consultant at Aligent.,HTML
10196,1999,0,Engineering manager at Atlassian Sydney.,JavaScript
10197,MLDOliveira,0,Sênior SAP ABAP Developer,JavaScript
10198,noodle-xia,0,这一身脆骨敲起来铮铮的响！！,HTML
10199,jogi,0,iOS Developer. Python lover.,Objective-C
10200,scammo,0,"Software Developer for hire at https://54gradsoftware.de.
Founder of @coding-world  and @chaostreff-flensburg . Likes Arduinos, Raspberry Pis and teaching",JavaScript
10201,ajaymodi,0,A guy who likes to make things.,Java
10203,pytong,0,Remote consultant for an SF Bay Area company.,JavaScript
10204,madbence,0,Staff Software Engineer (previously @ibm and @prezi),JavaScript
10205,martinferianc,1,"PhD student at UCL interested in machine learning and uncertainty quantification
",Python
10206,kostyaev,1,Machine Learning Engineer,Python
10207,brunoneve,0,PHP and Javascript developer,HTML
10208,basemkhirat,0,Full Stack Developer,JavaScript
10209,Andrew-liu,0,"Gopher. C++ Developer, Pythoner.",Shell
10210,mikesol,0,https://about.me/mikesolomon,JavaScript
10211,chaiyiping,1,Software engineer at Microsoft.,HTML
10213,mbukosky,0,Automate everything,JavaScript
10214,jzhang300,0,I'm a Design Technologist,JavaScript
10215,Kevin170113664,0,Senior Consultant,JavaScript
10216,dldx,1,Data Scientist,JavaScript
10217,KamelAbdelouahab,1,"Edge deep learning, lightweight computer vision and embedded FPGAs !",Python
10219,marcospereira,0,Engineering Manager/Software Engineer/Tech lead.,Java
10220,lnfnunes,0,"🇧🇷
a.k.a. ""Little Big Nunes""​.
I'm a Web Developer who believes Little things make a Big difference!
JS | Swift | iOS | React-Native | Flutter",JavaScript
10221,DilicelSten,1,Data analyst.,Python
10222,D1N910,0,"已离职，备考中
",HTML
10223,MatthewCallis,0,Making the world better one line of code at a time. ❤️,JavaScript
10224,thanhleviet,1,working on bioinformatics infrastructure; on-prem cloud (OpenStack; OpenNebula); Galaxy sysadmin; nextflow; slurm based HPC; python/R; visualisation.,Shell
10225,gaperton,0,"Software Engineering Manager, Architect",JavaScript
10226,the1sky,0,work and rest,JavaScript
10227,rookiefly,0,Done is better than perfect,Java
10228,gupuru,0,Android/iOS/Web developer.,Java
10230,johnbarrierwilson,0,Spending my working days at @Elastic,JavaScript
10231,mariotoledo,1,"Developer, Computer Scientist, M.S Software Engineering and a gaming lover.",JavaScript
10233,matux,1,"I once opened an orthogonal, symmetric, involutive Hadamard-Rademacher-Walsh-class quantum Fourier transformed gate over a bunch of qubits or something.",Objective-C
10234,leandroagudelo189,1,"Scientist @ MIT CSAIL.
Computational and systems biology, networks, machine learning, GNNs
contact: agudelo@mit.edu


",Python
10235,krasnoukhov,0,Welp,Ruby
10236,gegaojian-richard,1,"Offers Got:

NetEase Kaola - JAVA |

HUAWEI NetWorkBU - JAVA |

SF-Tech - JAVA",Java
10237,JavierRodriguez78,0,"Software  Manager in OpenBank,
ExCto Widitrade
ExCto Geekshubs & Geekshubs Academy
",JavaScript
10238,mgogoulos,0,"Software Engineer, co-creator of https://mediacms.io, free software enthusiast.",Python
10239,ryanstull,1,"My name is Ryan. I am currently working as a software engineer, while living in New York City.

Use rstull1250@gmail.com, for non-work related inquires.",Scala
10241,motyar,0,Back-end developer,JavaScript
10242,paraofheaven,0,「それじゃ またね」って手を振って,JavaScript
10243,thomasjo,0,Research Scientist,Shell
10245,BrunoQuaresma,0,Sr. Software Engineer at Coder,JavaScript
10246,MicroDroid,0,I make software and stuff,JavaScript
10247,MD-AZMAL,0,computer science undergrad ................. learner for life ,JavaScript
10248,doodeec,0,Android developer at @Team-SOFTsk ,Java
10249,delong45,1,"clean coder
",Go
10250,rakshithvasudev,1,Deep learning with fun.,Python
10253,bhanu13,1,Ninja. Previously Product at VMware and Eng at Microsoft,Makefile
10254,miscbits,0,Hella coder,HTML
10255,loverdeveloper,0,"Technical Lead - All Season Inspection
-----------------------------------------
- AdvisorBuddy - ",HTML
10256,douglaslise,0,Software Engineer,Ruby
10257,Karn,1,Android @makenotion ,Kotlin
10258,kmui2,0,"💻  Software Engineer
https://devpost.com/kmui2",JavaScript
10259,Rohithzr,0,Happily Contributing.,Shell
10260,rootulp,0,"Previously @aws @palantir
@bccss ",JavaScript
10261,dan-lennox,1,Senior Software Engineer,JavaScript
10262,AbhishekKumar4,1,Backend developer with a keen interest in software design fundamentals and methodologies.,Java
10263,nuttapolkung,0,Mobile & Web front end dev.,JavaScript
10264,devmohamedamr,0,"Founder @itraxacademy
",HTML
10265,gcrsaldanha,0,Sr Software Engineer @carta,Python
10266,j-rewerts,0,Canadian Fullstack Software Engineer living in the US of A!,JavaScript
10267,codeforgeek,0,Web Technologies and Programming Tutorials,JavaScript
10268,Salihan04,0,Tech explorer and graphics/game programming hobbyist,JavaScript
10269,codeheadshopon,1,"I have switched my repository.

Please Visit my original github profile

https://github.com/mdshopon",No languages detected
10270,mattehicks,1,"Programmer, software engineer etc.
Starting on C++ and DirectX, making video games. Now cloud infra/apps, and big-data.
www.IOTmicrocloud.com",Shell
10271,VitorLuizC,0,Died at Level 335 by undead dragon.,JavaScript
10272,de-sh,0,I make. I break. I repeat.,Rust
10273,soyoes,1,Human,C++
10274,justinph,0,"Digital prospector, lover of plain-text email, and code wrangler at @nytimes.",JavaScript
10275,fatihalp,0,"A entrepreneur, web, GIS, Open Source ",PHP
10276,ChaitanyaPramod,0,Tech Lead at @betterworldtech ,HTML
10277,lowply,0,Software Engineer at @github,Makefile
10279,riseno,0,Just get a beer and enjoy what you code. Cheers!!,PHP
10280,jonatascastro12,0,Software Engineer,JavaScript
10281,SaitoWu,0,🏢 Co-Founder of terminus.io | 🏁 Gitlab alumni | ⌨️ Programmer,Ruby
10282,oogatta,0,Milky Presso,Kotlin
10283,WandersonAlves,0,"Computer Scientist. Currently working as a Software Engineer with kubernetes and JS Stack.
Also looking for Golang and Rust",JavaScript
10284,theharveyz,0,keep calm.,Go
10285,fingerskier,0,Software eclecticist.,JavaScript
10287,lucidstack,0,Software engineer at @char-gy ,Elixir
10288,Kirshry,0,Moving bricks,No languages detected
10289,skt-t1-byungi,0,"write less, do more",JavaScript
10290,kyungkoo,0,Enjoy!,Objective-C
10291,BookGin,1,CTF player in Balsn / Web security and privacy / Learning new stuff,Python
10292,okasakihiro,0,limited life and unlimited knowledge.,HTML
10294,lmiguelvargasf,0,"I love math, science, and of course programming.",Python
10295,OscarGodson,0,"CTO and Creative Director at a stealth startup. Previously Simple (acquired by BBVA), Vault (acquired by Acorns), and Yammer (acquired by Microsoft)",JavaScript
10296,saurabhkhattry,1,Software developer,Python
10297,FanhuaandLuomu,1,"My research interest is Machine Learning, Deep Learning and NLP.",Python
10298,orhanbhr,0,Full-Stack Developer,PHP
10299,ejalee,0,Infrastructure Engineering & DevOps | Software Engineering | System Analyst | Technical Support Engineer | QA Engineer | Tech Enthusiast,HTML
10301,BackWorld,0,高瞻远瞩，未雨绸缪,Swift
10303,glennliu,1,RPg Student,C++
10304,iaincollins,0,"⇡⇡⇣ ⇣ ⇠ ⇢ ⇠ ⇢ B A ✪
",JavaScript
10305,TobiasNickel,0,German software developer and expert for JS. I don't believe in finding the complete solution. let's make it.,JavaScript
10306,asakpke,0,"Web Developer | CakePHP | WP | CodeIgniter | Blogger.

An IT specialist with MCS degree + 3 one year diplomas.

Become a patron patreon.com/asakpke",CSS
10307,jonlunsford,0,"Sr. Software Engineer with 10 years of experience designing cost-effective, data-intensive and scalable systems.",Elixir
10308,schnogz,0,Really just another another Web3 developer making elementary level m̴̨͉̃ͣͭ̉̈́͠is̛̞̥͔̳ͯ̈́͊͌̈̌̇͞͠t̵̤͒́͆̀́̂̎ͪ̀ḁ̜̹̱̂͒k̵̥̗̜̹ͭ̾́̚e̸͖̬͕̙͚ͤ̓͐͗ͪ͒͠s̞̻̟̰̰͕̮̐ͮ̑,JavaScript
10310,Surzhikov,0,"Contact:
https://t.me/surzhikov",PHP
10311,Alien-nick,0,Improvise.,HTML
10312,fno2010,0,"Ph.D. Candidate in Computer Science from @snlab, Tongji University",Shell
10313,chgrivas,0,"Practice, practice, practice...",JavaScript
10314,Avolons,0,I am currently a graduate student majoring in Software Engineering and my main focus is on student management systems,JavaScript
10315,dgyesbreghs,0,Freelance Software Engineer,Ruby
10317,alexandresaiz,0,someone @microapps creators of @MoonMail + @MONEI,JavaScript
10318,bassrock,0,"Principal Engineer @Mozilla, on @Pocket; dad, coder, contributor, maintainer by night!
",JavaScript
10319,henrikakselsen,0,"Consultant and QA at @front. Works mostly on Node, Drupal and WordPress projects. Hanging on in quiet desperation.",JavaScript
10320,godfat,0,"Computer games, computer programming, and computer science.",Ruby
10321,elliotlanderson,0,"Web Developer for StudyTree, Inc.",HTML
10322,cdcabrera,0,"All the things... plus a few more, annnnnnd some more, wheeeeeee, yet more",JavaScript
10323,dye784,0,I code sometimes.,JavaScript
10324,Michael-Gong,1,A postdoctoral researcher.,Python
10325,Shukl,0,Product @mool-town  / Founder ChainFrame / Causal Entropic Force,Python
10326,Arka161,1,"Machine Learning Dev - Fortinet Canada | Formerly at Mila, AWS, Oracle",Python
10327,cyf-gh,0,Health is better than wealth.,C#
10329,blixt,0,"Exploring • Previously @framer, @spotify",HTML
10330,tianxin1860,1,"Focus on Machine Learning,  Natural Language Processing.",Python
10331,buck3000,0,@firewood-camps ,JavaScript
10332,eiriklv,0,"⭐️ JavaScript consultant, trainer and speaker ⭐️ ReactJS Oslo Co-organizer 🌍  Functional wannabe",JavaScript
10333,k42jc,0,不动则已，动如疯兔,Java
10334,charlie-volpe,0,Software Engineer currently living in the SF Bay Area.,CSS
10335,seantcoyote,0,"Javascript and Java developer - and a sailor, harmonica player, and a student of cognitive science and mindfulness.",JavaScript
10336,E-Samuel,1,我们一日日度过的所谓日常，实际上可能是接连不断的奇迹。,C++
10337,qinhanmin2014,1,Tencent AI Lab; Contributor to @scikit-learn; WeChat: qinhanmin2005,Jupyter Notebook
10338,kranthilakum,0,"Software Developer
",JavaScript
10339,NuarkNoir,0,*keyboard typing sounds*,Java
10340,CJohnDesign,0,Generative AI,JavaScript
10341,happyhj,0,"Frontend, WebGL, and ML.",JavaScript
10342,rbqdev,0,Frontend Developer,JavaScript
10343,bquast,1,"Machine Learning researcher | author of R packages: transformer, attention, rnn, datasets.load, rddtools, decompr",Python
10344,GengGao,0,"Staff Software Developer.
UI/UX Design & Development",JavaScript
10345,bskim45,0,"Make, Break, Make!",Shell
10346,allyson316,0,Um aprendiz em Desenvolvimento.,JavaScript
10347,juzhiyuan,0,Member of TheASF · Head of Global at API7.ai · freeCodeCamp,JavaScript
10348,kastentx,0,"Software Developer in Austin, TX",JavaScript
10349,cameronfabbri,1,Data Scientist at Prolego,Python
10350,djreed,0,"I think and then write code 
DevOps Engineer at Drift 
Northeastern University CCIS",Go
10351,lqbilbo,0,I Have a Good Idea!!!,Java
10352,ergenekonyigit,0,Software Developer @Trendyol,JavaScript
10353,krig,0,"I like making things. Mainly codes, noises, pixels and houses.",Shell
10354,imingyu,0,"生生不息，欣欣向荣
",JavaScript
10355,DongdongBai,1,"Assistant Professor of Institute of Automation, Chinese Academy of Sciences",Python
10356,bfwg,0,Full Stack Developer #Angular #WebRTC #SpringBoot #iOS #Docker,JavaScript
10357,flaport,1,PhD in photonic neuromorphic computing. Deep interest into deep learning. Linux enthusiast.,Python
10358,HeinThuraWynnn,0,Developer,Java
10359,mailtoharshit,0,┈╭━━━━━━━━━━━╮┈ ┈┃╭━━━╮┊╭━━━╮┃┈ ╭┫┃┈🦄┈┃┃┈🦄┈┃┣╮ ┃┃╰━━━╯┊╰━━━╯┃┃ ╰┫╭━╮╰━━━╯╭━╮┣╯ ┈┃┃┣┳┳┳┳┳┳┳┫┃┃┈ ┈┃┃╰┻┻┻┻┻┻┻╯┃┃┈ ┈╰━━━━━━━━━━━╯┈,JavaScript
10360,deanblackborough,0,I like building things.,PHP
10361,chrischien,0,Kubernetes、Docker、Prometheus、Golang（Back-end/Devops）,Go
10362,Kamilnaja,0,"If it compiles, it is good, if it boots up it is perfect.
JS, TS, Python, some Java, learning ML.

Some knowledge about Selenium & Cypress",JavaScript
10363,patrickdevivo,0,Software engineer in NYC,JavaScript
10364,Libertual,0,Eterno junior developer #nodejs #typescript #devops @tecnual,JavaScript
10366,pronix,0,it consultant,Ruby
10367,maur8ino,0,"Senior Software Engineer @HubSpot - I like hiking, skying and playing basketball - Started a new experience in Dublin with all my family :)",JavaScript
10370,luhof,0,"IMAC engineer /
Tools developer",CSS
10371,Romop5,1,"Currently C++ dev @ Computational Geometry.

Interested in CV, Robotics, C++, OpenGL, Reverse Engineering. Co-founder of @LHMPTeam",C++
10372,stefanv,1,"Everything Scientific Python. Works on NumPy, SciPy, scikit-image, NetworkX, etc. Author of Elegant SciPy. Researcher at UC Berkeley.",Python
10373,shenshanlaoyuan,1,Full Stack Engineer,Java
10374,NicoleRobin,0,A backend programmer,Go
10375,heyoni,1,"👩‍💻 코딩합니다

",Python
10377,karminkarmen,0,🍝 🐙 ,JavaScript
10379,shaialon,0,Software maker.,JavaScript
10380,purnomoeko,0,"The thing called justice change its shape depends on where you stand.

VP of Technology at Komunal Indonesia",JavaScript
10381,fumengyao5544,1,Write clean code.,HTML
10382,cgspine,0,Android Engineer,Java
10383,birdyboy18,0,"28 years old, lover of music, Senior Full Stack Developer @Hawkeyeinnovations ",JavaScript
10384,smadha,1,happy engineer,Python
10385,asabaylus,0,"Dir of Engineering for OpenGov
host @ DCJS and NoVAJS",JavaScript
10386,thedustin,0,"Backend Developer (primarily PHP, and Go) with a fable for databases and JavaScript stuff.
Love Docker and Kubernetes, fan of RancherOS (RIP).",JavaScript
10387,thonly,0,Certified Fullstack Blockchain & iOS Engineer,HTML
10389,latexstudio,1,"有LaTeX排版，培训，定制开发等业务合作或加入我们团队， 公众号：LaTeX工作室
主页：http://www.latexstudio.net",TeX
10390,Jasmine1231,1,"a software engineering student, data science",CSS
